gene,drug,interaction
4247,12720,1.0
447,3686,1.0
2374,3530,1.0
884,3686,1.0
3739,9574,1.0
26,839,1.0
60,5095,1.0
424,12696,1.0
61,1560,1.0
1198,10412,1.0
4099,400,1.0
1287,1972,1.0
20,177,1.0
1939,6246,1.0
180,12721,1.0
133,1006,1.0
132,12722,1.0
4248,1132,1.0
1102,4546,1.0
560,2242,1.0
376,1111,1.0
147,2626,1.0
424,2717,1.0
410,2128,1.0
743,5379,1.0
469,6908,1.0
454,1625,1.0
657,230,1.0
4249,398,1.0
711,4878,1.0
1698,13,1.0
922,12568,1.0
259,90,1.0
2915,2158,1.0
1242,4992,1.0
864,1824,1.0
2365,3410,1.0
4250,12724,1.0
2642,1791,1.0
1993,1704,1.0
1160,601,1.0
4251,506,1.0
148,2250,1.0
3954,590,1.0
490,13,1.0
532,1908,1.0
4152,9,1.0
93,12727,1.0
4253,2717,1.0
902,137,1.0
1727,3513,1.0
116,12728,1.0
352,6688,1.0
1259,10143,1.0
69,3665,1.0
2007,10121,1.0
2269,3872,1.0
947,9865,1.0
947,1077,1.0
256,3602,1.0
256,11444,1.0
213,3607,1.0
121,458,1.0
386,6940,1.0
386,1077,1.0
2119,3607,1.0
385,12729,1.0
950,6941,1.0
253,281,1.0
253,9,1.0
4254,3668,1.0
476,8506,1.0
1424,12730,1.0
4255,150,1.0
4256,150,1.0
1603,5258,1.0
1603,3984,1.0
867,4994,1.0
867,5244,1.0
294,3687,1.0
294,7525,1.0
126,12731,1.0
126,12732,1.0
204,12733,1.0
204,4994,1.0
204,8026,1.0
4257,2308,1.0
482,5168,1.0
1467,316,1.0
230,316,1.0
1467,1313,1.0
773,12734,1.0
2084,1030,1.0
773,12736,1.0
2052,12737,1.0
170,666,1.0
170,3150,1.0
959,4794,1.0
3485,515,1.0
1472,12738,1.0
4258,10387,1.0
787,1965,1.0
1954,3704,1.0
1846,3704,1.0
1846,4752,1.0
1475,4925,1.0
1475,12739,1.0
1448,12476,1.0
1448,12740,1.0
1448,10392,1.0
916,6985,1.0
916,12742,1.0
1476,6706,1.0
1142,7065,1.0
2116,12583,1.0
2116,1446,1.0
2116,1151,1.0
52,12743,1.0
2509,3685,1.0
52,9436,1.0
2509,12744,1.0
697,12744,1.0
697,3872,1.0
3841,7849,1.0
3405,666,1.0
192,8365,1.0
2278,480,1.0
263,3501,1.0
263,12745,1.0
263,655,1.0
296,2689,1.0
263,5716,1.0
296,8695,1.0
1633,1293,1.0
445,12746,1.0
865,12747,1.0
3600,59,1.0
3712,260,1.0
4025,260,1.0
4084,260,1.0
1483,3871,1.0
313,12748,1.0
2282,3332,1.0
2619,115,1.0
2102,12749,1.0
162,10411,1.0
162,1219,1.0
981,12751,1.0
981,3305,1.0
981,10060,1.0
2107,6007,1.0
2107,12752,1.0
206,4058,1.0
206,764,1.0
1184,10426,1.0
402,1219,1.0
258,99,1.0
1485,12753,1.0
919,12755,1.0
1219,947,1.0
1219,20,1.0
1219,20,1.0
508,2758,1.0
508,12757,1.0
1490,4999,1.0
1490,4540,1.0
993,3808,1.0
2061,3814,1.0
2061,3834,1.0
1492,12758,1.0
1492,47,1.0
1491,12759,1.0
853,3830,1.0
2622,47,1.0
1494,7064,1.0
1494,12760,1.0
396,7067,1.0
105,12761,1.0
1974,3846,1.0
391,12762,1.0
995,3843,1.0
257,3843,1.0
995,3845,1.0
1817,7084,1.0
1817,12502,1.0
1497,12502,1.0
1497,3851,1.0
1327,10664,1.0
1497,10657,1.0
1327,47,1.0
1497,3853,1.0
1327,3984,1.0
43,666,1.0
2125,10664,1.0
3006,8878,1.0
489,3368,1.0
2375,12763,1.0
3116,12764,1.0
2145,12765,1.0
2648,4925,1.0
1005,12766,1.0
1005,12767,1.0
200,9195,1.0
4260,2823,1.0
1009,99,1.0
3131,7233,1.0
3244,11743,1.0
2623,7772,1.0
877,12769,1.0
493,7504,1.0
1505,3501,1.0
1505,12770,1.0
6,4567,1.0
3686,11882,1.0
24,655,1.0
24,2764,1.0
1365,791,1.0
1365,12771,1.0
1509,1965,1.0
1169,3987,1.0
3120,3987,1.0
1660,3996,1.0
2186,8438,1.0
2185,1646,1.0
2186,12772,1.0
1147,8081,1.0
72,12773,1.0
1141,1818,1.0
1141,4070,1.0
1173,59,1.0
1515,12775,1.0
81,571,1.0
1517,8304,1.0
1516,571,1.0
780,12776,1.0
780,6284,1.0
620,4069,1.0
585,3872,1.0
2625,7876,1.0
725,1017,1.0
1522,12777,1.0
1460,3668,1.0
2302,3668,1.0
2242,12778,1.0
2126,6951,1.0
2240,9855,1.0
1195,12780,1.0
1195,4779,1.0
100,5276,1.0
1028,5276,1.0
1028,1026,1.0
2071,503,1.0
1788,4134,1.0
1045,12781,1.0
1045,12782,1.0
1706,4206,1.0
1934,10838,1.0
1049,12783,1.0
2132,12784,1.0
1211,10847,1.0
1211,10845,1.0
308,12786,1.0
308,3540,1.0
1532,10848,1.0
1534,4248,1.0
1887,12787,1.0
1537,12788,1.0
265,12791,1.0
3426,12792,1.0
529,11281,1.0
1056,10900,1.0
4261,617,1.0
1057,11281,1.0
1057,11661,1.0
4081,5212,1.0
2195,12793,1.0
1640,1017,1.0
2195,10925,1.0
2314,7893,1.0
2195,12794,1.0
1539,3976,1.0
354,12795,1.0
354,3963,1.0
2308,12796,1.0
2308,12528,1.0
1197,2205,1.0
1542,12797,1.0
2318,12799,1.0
1232,12799,1.0
741,12312,1.0
3983,3724,1.0
3983,1017,1.0
2110,8761,1.0
53,12795,1.0
1921,4288,1.0
1213,8498,1.0
4263,12800,1.0
53,599,1.0
2327,3724,1.0
1550,4326,1.0
1550,7408,1.0
573,74,1.0
1551,2602,1.0
2317,12802,1.0
1553,7028,1.0
1072,413,1.0
1072,12804,1.0
1072,7491,1.0
3607,316,1.0
1898,12805,1.0
1597,12806,1.0
2257,8255,1.0
4264,12807,1.0
1558,3769,1.0
1558,1219,1.0
1201,12808,1.0
1080,12809,1.0
862,5258,1.0
2352,12810,1.0
2078,5258,1.0
1656,1037,1.0
299,6283,1.0
1183,12811,1.0
325,12812,1.0
595,8230,1.0
132,11072,1.0
102,11072,1.0
132,11077,1.0
2079,3694,1.0
102,10143,1.0
102,12814,1.0
2333,291,1.0
535,1580,1.0
305,12815,1.0
2362,9,1.0
535,1599,1.0
133,1006,1.0
209,1630,1.0
261,179,1.0
2018,531,1.0
303,13,1.0
1215,291,1.0
434,13,1.0
1215,13,1.0
1167,3960,1.0
1098,7272,1.0
1098,137,1.0
112,5718,1.0
112,1242,1.0
367,5154,1.0
112,5572,1.0
201,1055,1.0
26,599,1.0
26,179,1.0
26,8472,1.0
26,1055,1.0
535,230,1.0
925,55,1.0
535,159,1.0
535,316,1.0
535,8948,1.0
535,291,1.0
535,5718,1.0
73,4673,1.0
189,1118,1.0
189,230,1.0
189,4402,1.0
189,4264,1.0
228,6607,1.0
209,3227,1.0
183,4405,1.0
633,12817,1.0
1605,1815,1.0
305,12815,1.0
305,11893,1.0
305,3954,1.0
1092,94,1.0
1,583,1.0
2338,9183,1.0
259,12818,1.0
544,500,1.0
1720,12820,1.0
1942,10861,1.0
1351,1493,1.0
470,1887,1.0
241,4963,1.0
1318,1649,1.0
3822,1030,1.0
20,291,1.0
926,12822,1.0
2066,12823,1.0
2631,5580,1.0
21,3518,1.0
244,2405,1.0
2574,1020,1.0
2993,1781,1.0
971,12824,1.0
64,5702,1.0
424,1703,1.0
275,1579,1.0
196,79,1.0
598,5443,1.0
186,2570,1.0
934,5548,1.0
153,3020,1.0
1659,9388,1.0
309,309,1.0
598,1054,1.0
810,2996,1.0
4265,13,1.0
214,6230,1.0
1817,12826,1.0
1871,1122,1.0
3546,1814,1.0
881,1500,1.0
668,3418,1.0
356,12827,1.0
1836,12828,1.0
1265,238,1.0
895,238,1.0
9,3242,1.0
3461,398,1.0
412,122,1.0
3414,8858,1.0
2130,12829,1.0
37,2237,1.0
132,2103,1.0
455,9058,1.0
1806,1887,1.0
277,3473,1.0
1,12830,1.0
9,67,1.0
390,12831,1.0
2906,19,1.0
333,5293,1.0
265,12832,1.0
2119,2860,1.0
80,541,1.0
153,8171,1.0
74,1762,1.0
1005,913,1.0
653,5562,1.0
1194,2630,1.0
1455,656,1.0
6,7006,1.0
589,2276,1.0
295,1583,1.0
533,2631,1.0
3093,1789,1.0
867,3686,1.0
2648,5642,1.0
1950,3832,1.0
112,291,1.0
535,82,1.0
37,1024,1.0
865,12835,1.0
1271,3544,1.0
184,9067,1.0
183,466,1.0
690,55,1.0
455,763,1.0
684,5502,1.0
591,1098,1.0
237,8028,1.0
686,67,1.0
291,2243,1.0
183,295,1.0
241,5688,1.0
30,4917,1.0
386,158,1.0
535,12836,1.0
4,637,1.0
1351,1493,1.0
1118,3160,1.0
202,11334,1.0
305,5668,1.0
1120,151,1.0
1403,7563,1.0
409,1748,1.0
2,12837,1.0
1295,2404,1.0
2323,617,1.0
1084,12838,1.0
93,613,1.0
446,5646,1.0
3004,1546,1.0
556,615,1.0
301,12669,1.0
305,9373,1.0
278,6278,1.0
116,2103,1.0
30,5816,1.0
480,12839,1.0
738,1263,1.0
1090,3769,1.0
1677,6206,1.0
106,3607,1.0
61,179,1.0
1222,6399,1.0
1931,1178,1.0
9,1763,1.0
371,1268,1.0
109,1498,1.0
1313,9271,1.0
487,1708,1.0
1249,2641,1.0
895,9043,1.0
1098,291,1.0
1343,2392,1.0
3216,2666,1.0
2438,101,1.0
472,3696,1.0
112,763,1.0
1822,1755,1.0
1421,4134,1.0
408,420,1.0
853,102,1.0
80,118,1.0
1326,7620,1.0
3285,19,1.0
12,10830,1.0
1798,2176,1.0
438,1175,1.0
633,2979,1.0
1421,6436,1.0
1568,7927,1.0
259,12841,1.0
182,2209,1.0
2031,3539,1.0
62,5667,1.0
301,2214,1.0
12,12842,1.0
306,847,1.0
211,7007,1.0
1177,238,1.0
427,12843,1.0
1371,1559,1.0
2903,19,1.0
2222,3424,1.0
30,6253,1.0
132,9369,1.0
1362,6011,1.0
616,3,1.0
9,3242,1.0
475,6642,1.0
189,1594,1.0
524,1211,1.0
55,232,1.0
642,2214,1.0
409,8291,1.0
1607,2158,1.0
340,12844,1.0
78,3028,1.0
2280,1198,1.0
311,8024,1.0
1211,10843,1.0
519,1407,1.0
934,1781,1.0
3942,12845,1.0
276,400,1.0
153,2064,1.0
548,1020,1.0
1819,1193,1.0
925,6278,1.0
74,2399,1.0
805,139,1.0
504,6473,1.0
3511,1546,1.0
1553,761,1.0
314,60,1.0
3,407,1.0
1219,8766,1.0
305,291,1.0
229,400,1.0
189,1698,1.0
627,4720,1.0
434,10483,1.0
860,8169,1.0
594,2640,1.0
837,66,1.0
2030,238,1.0
132,5876,1.0
91,117,1.0
2049,4601,1.0
12,12846,1.0
275,847,1.0
1235,9364,1.0
2296,139,1.0
509,7084,1.0
3657,577,1.0
116,12847,1.0
365,83,1.0
340,12848,1.0
2751,7519,1.0
493,291,1.0
55,232,1.0
3555,405,1.0
424,1689,1.0
793,2631,1.0
1236,2180,1.0
395,2977,1.0
12,12192,1.0
1170,6309,1.0
1678,3565,1.0
2634,2447,1.0
556,160,1.0
3189,2491,1.0
1357,693,1.0
230,46,1.0
1847,184,1.0
21,2348,1.0
276,2161,1.0
1610,12850,1.0
348,3465,1.0
210,520,1.0
42,12701,1.0
1842,2160,1.0
445,1035,1.0
74,2388,1.0
62,1672,1.0
401,12851,1.0
93,3409,1.0
2296,10729,1.0
4,670,1.0
26,1010,1.0
0,2219,1.0
16,2758,1.0
1309,33,1.0
132,12852,1.0
4267,8679,1.0
662,33,1.0
138,304,1.0
114,1106,1.0
1495,6498,1.0
164,12853,1.0
2411,2631,1.0
301,2258,1.0
153,1167,1.0
3,95,1.0
116,12854,1.0
1160,90,1.0
2258,216,1.0
12,12364,1.0
286,4956,1.0
317,307,1.0
74,2347,1.0
132,6268,1.0
259,112,1.0
4,3469,1.0
961,12855,1.0
919,63,1.0
386,6941,1.0
9,1492,1.0
21,1894,1.0
1309,37,1.0
183,7796,1.0
259,5645,1.0
895,9043,1.0
227,5293,1.0
197,1287,1.0
3014,19,1.0
1640,12856,1.0
12,6223,1.0
1702,12857,1.0
1681,1744,1.0
1660,12772,1.0
31,9,1.0
117,655,1.0
126,12859,1.0
854,5564,1.0
1329,34,1.0
281,342,1.0
738,9,1.0
596,3043,1.0
14,613,1.0
3481,230,1.0
1362,2308,1.0
342,7491,1.0
1712,2802,1.0
60,6727,1.0
651,12860,1.0
1357,1649,1.0
738,36,1.0
238,2985,1.0
546,1177,1.0
1008,624,1.0
97,1375,1.0
1965,37,1.0
234,3571,1.0
2463,3783,1.0
1286,5935,1.0
348,5122,1.0
232,7790,1.0
290,4729,1.0
604,706,1.0
132,7752,1.0
590,66,1.0
236,13,1.0
3512,13,1.0
132,3003,1.0
633,1309,1.0
149,760,1.0
395,2977,1.0
776,4963,1.0
56,2718,1.0
18,632,1.0
653,5562,1.0
2540,2174,1.0
184,2171,1.0
337,2988,1.0
1510,168,1.0
348,3465,1.0
150,1270,1.0
257,1270,1.0
556,615,1.0
832,1270,1.0
1800,4956,1.0
309,78,1.0
507,78,1.0
309,847,1.0
253,2760,1.0
24,2988,1.0
1193,2988,1.0
828,2742,1.0
517,2287,1.0
3680,1197,1.0
2099,310,1.0
3599,310,1.0
1262,310,1.0
1124,310,1.0
80,332,1.0
242,307,1.0
273,117,1.0
1803,79,1.0
485,79,1.0
2544,79,1.0
829,79,1.0
1678,79,1.0
565,79,1.0
110,7772,1.0
71,12333,1.0
278,6751,1.0
925,5449,1.0
4,3469,1.0
703,3469,1.0
340,12848,1.0
470,4562,1.0
374,675,1.0
341,1248,1.0
197,10865,1.0
897,10006,1.0
896,1268,1.0
55,602,1.0
4,46,1.0
907,4068,1.0
339,46,1.0
925,46,1.0
4,145,1.0
897,12861,1.0
1817,249,1.0
655,249,1.0
217,4668,1.0
44,249,1.0
2708,286,1.0
2708,1297,1.0
273,1300,1.0
703,34,1.0
925,348,1.0
9,501,1.0
117,501,1.0
884,7523,1.0
148,540,1.0
295,10383,1.0
840,10855,1.0
625,253,1.0
571,141,1.0
753,1225,1.0
841,7235,1.0
2018,7235,1.0
753,5576,1.0
2358,12862,1.0
77,12863,1.0
148,12864,1.0
38,9668,1.0
519,1047,1.0
91,1047,1.0
172,1047,1.0
454,1448,1.0
438,84,1.0
571,3551,1.0
3713,10840,1.0
1275,12865,1.0
1286,5558,1.0
847,5558,1.0
532,6230,1.0
2857,1546,1.0
277,5271,1.0
1157,5271,1.0
3172,19,1.0
2901,19,1.0
2883,19,1.0
3027,19,1.0
3007,19,1.0
3042,19,1.0
56,4568,1.0
2152,3649,1.0
216,13,1.0
545,3649,1.0
315,362,1.0
1261,1566,1.0
2534,1566,1.0
183,356,1.0
172,658,1.0
1917,90,1.0
1724,8924,1.0
1453,7908,1.0
785,7562,1.0
808,5621,1.0
1405,3589,1.0
1225,81,1.0
700,12868,1.0
14,2785,1.0
722,10755,1.0
535,7044,1.0
4,7044,1.0
228,12869,1.0
315,1579,1.0
2131,12870,1.0
745,446,1.0
337,1469,1.0
1125,168,1.0
2037,3554,1.0
457,1601,1.0
2421,90,1.0
3346,5573,1.0
625,1623,1.0
1441,12871,1.0
688,11803,1.0
4268,3313,1.0
201,1098,1.0
210,500,1.0
183,539,1.0
536,539,1.0
149,539,1.0
4269,3230,1.0
27,395,1.0
34,5656,1.0
63,112,1.0
244,1935,1.0
64,5286,1.0
3943,2309,1.0
837,86,1.0
12,12872,1.0
78,298,1.0
132,385,1.0
2421,2717,1.0
4270,12873,1.0
237,12564,1.0
1457,34,1.0
2,1852,1.0
132,3586,1.0
56,9003,1.0
63,449,1.0
1075,154,1.0
3163,154,1.0
2864,154,1.0
1089,154,1.0
1085,154,1.0
47,9014,1.0
4271,195,1.0
455,5645,1.0
596,238,1.0
2547,12874,1.0
309,1691,1.0
259,2043,1.0
259,2192,1.0
1235,1160,1.0
197,238,1.0
11,4329,1.0
409,1944,1.0
686,238,1.0
1247,1638,1.0
753,506,1.0
0,12876,1.0
654,33,1.0
1501,6275,1.0
305,6229,1.0
686,37,1.0
3544,12877,1.0
424,12293,1.0
189,2416,1.0
2,1650,1.0
30,1883,1.0
2257,4759,1.0
907,33,1.0
164,4091,1.0
359,813,1.0
74,1029,1.0
37,2308,1.0
4273,846,1.0
237,12878,1.0
20,8884,1.0
512,36,1.0
259,12879,1.0
338,33,1.0
598,353,1.0
1313,1691,1.0
12,12880,1.0
85,1877,1.0
1727,915,1.0
37,1704,1.0
1343,12678,1.0
0,3336,1.0
627,2291,1.0
3167,90,1.0
12,12881,1.0
155,33,1.0
1177,34,1.0
404,1733,1.0
423,1852,1.0
12,1877,1.0
455,12882,1.0
64,2412,1.0
225,5666,1.0
85,2037,1.0
116,2416,1.0
2798,90,1.0
2368,9,1.0
0,9376,1.0
20,11546,1.0
134,1649,1.0
28,112,1.0
166,12883,1.0
369,2308,1.0
12,461,1.0
460,1649,1.0
4,36,1.0
1422,37,1.0
3985,1125,1.0
1298,8915,1.0
280,1960,1.0
844,2251,1.0
132,519,1.0
2955,13,1.0
2,12849,1.0
616,5204,1.0
64,8842,1.0
30,9,1.0
60,1685,1.0
2338,34,1.0
11,1712,1.0
651,1090,1.0
754,13,1.0
192,12884,1.0
488,2414,1.0
754,441,1.0
259,315,1.0
1145,610,1.0
150,1414,1.0
278,1402,1.0
1231,5692,1.0
184,8171,1.0
30,2475,1.0
359,1736,1.0
413,12693,1.0
21,1960,1.0
1574,12263,1.0
0,11350,1.0
4232,12885,1.0
318,4091,1.0
446,407,1.0
64,6069,1.0
192,12887,1.0
64,12616,1.0
1398,10,1.0
404,1723,1.0
404,1734,1.0
183,484,1.0
259,8840,1.0
2,813,1.0
0,6213,1.0
1296,161,1.0
359,2225,1.0
30,8843,1.0
925,1402,1.0
456,4856,1.0
3830,12889,1.0
404,1835,1.0
530,4856,1.0
183,760,1.0
1539,12890,1.0
58,238,1.0
695,4856,1.0
449,12,1.0
2,6226,1.0
1343,4091,1.0
85,2252,1.0
116,7075,1.0
209,453,1.0
62,7784,1.0
359,1894,1.0
598,3,1.0
446,12891,1.0
3453,9306,1.0
117,2179,1.0
1351,2571,1.0
116,12892,1.0
12,1778,1.0
642,4584,1.0
166,12893,1.0
71,12894,1.0
2413,4589,1.0
318,5661,1.0
244,12403,1.0
259,5153,1.0
241,5676,1.0
23,12895,1.0
56,12391,1.0
259,12896,1.0
1151,1852,1.0
634,500,1.0
55,12382,1.0
460,9183,1.0
634,34,1.0
64,1753,1.0
2,12658,1.0
369,4606,1.0
30,2064,1.0
47,9,1.0
388,5661,1.0
1800,2082,1.0
189,4917,1.0
30,12897,1.0
164,9124,1.0
404,1746,1.0
666,1685,1.0
1562,12898,1.0
132,430,1.0
1146,36,1.0
259,11662,1.0
192,3092,1.0
1247,12263,1.0
690,36,1.0
132,1766,1.0
74,1755,1.0
32,500,1.0
16,6267,1.0
84,5278,1.0
698,7751,1.0
154,5665,1.0
470,9164,1.0
0,636,1.0
1725,12899,1.0
123,9138,1.0
2368,12900,1.0
2,2471,1.0
0,12901,1.0
1151,1939,1.0
605,2234,1.0
1430,1115,1.0
3047,33,1.0
305,9336,1.0
64,12902,1.0
598,1894,1.0
2,2043,1.0
301,5696,1.0
78,4985,1.0
1,22,1.0
189,192,1.0
132,154,1.0
306,151,1.0
589,151,1.0
227,151,1.0
177,298,1.0
1707,37,1.0
153,583,1.0
359,2348,1.0
2,2491,1.0
64,5652,1.0
672,1041,1.0
12,12904,1.0
85,2225,1.0
64,1115,1.0
237,1745,1.0
1970,1703,1.0
189,9003,1.0
114,2172,1.0
1420,37,1.0
21,4091,1.0
695,151,1.0
1222,151,1.0
677,4963,1.0
460,37,1.0
64,5037,1.0
673,12905,1.0
3453,12906,1.0
226,12908,1.0
116,6226,1.0
2,12909,1.0
446,2292,1.0
237,1810,1.0
2,9373,1.0
3850,12910,1.0
85,2491,1.0
64,164,1.0
415,34,1.0
47,2251,1.0
116,12911,1.0
1313,6210,1.0
1562,5684,1.0
64,5632,1.0
42,179,1.0
480,8169,1.0
182,2214,1.0
455,5816,1.0
1986,247,1.0
56,12913,1.0
1343,11662,1.0
318,1935,1.0
2,2413,1.0
1703,1897,1.0
64,7186,1.0
229,124,1.0
387,3108,1.0
1092,3108,1.0
259,12914,1.0
105,4557,1.0
251,8331,1.0
64,37,1.0
614,2389,1.0
532,156,1.0
637,125,1.0
305,11534,1.0
652,484,1.0
241,1672,1.0
1107,670,1.0
391,6267,1.0
30,5703,1.0
259,9159,1.0
627,1885,1.0
305,2458,1.0
112,520,1.0
2038,2248,1.0
652,33,1.0
153,1693,1.0
232,407,1.0
9,2760,1.0
241,274,1.0
2141,7806,1.0
21,496,1.0
105,496,1.0
318,2392,1.0
64,7942,1.0
64,12915,1.0
711,5088,1.0
12,4097,1.0
594,274,1.0
132,1645,1.0
604,7751,1.0
648,34,1.0
636,238,1.0
21,5692,1.0
64,2219,1.0
64,6213,1.0
132,29,1.0
629,173,1.0
388,4533,1.0
699,9,1.0
2010,12322,1.0
255,12916,1.0
253,1143,1.0
11,12917,1.0
259,2400,1.0
654,670,1.0
189,125,1.0
12,12363,1.0
808,411,1.0
132,4866,1.0
12,5668,1.0
627,2225,1.0
630,6230,1.0
132,12665,1.0
153,2321,1.0
176,847,1.0
656,407,1.0
908,484,1.0
383,33,1.0
1134,496,1.0
132,1691,1.0
23,5651,1.0
623,1041,1.0
1875,86,1.0
2655,12919,1.0
259,5675,1.0
1720,247,1.0
261,4091,1.0
37,24,1.0
41,37,1.0
78,1083,1.0
48,11801,1.0
2338,9,1.0
549,5272,1.0
85,1703,1.0
1823,12656,1.0
64,2466,1.0
23,112,1.0
1314,13,1.0
132,4516,1.0
64,583,1.0
784,407,1.0
202,2466,1.0
409,1882,1.0
74,2454,1.0
1310,34,1.0
665,37,1.0
1956,2462,1.0
241,213,1.0
164,5674,1.0
1317,12820,1.0
192,2295,1.0
241,1794,1.0
625,5293,1.0
409,1871,1.0
3541,112,1.0
561,5293,1.0
70,5293,1.0
0,3255,1.0
259,4091,1.0
189,1052,1.0
547,1641,1.0
12,4963,1.0
2,11534,1.0
12,6375,1.0
487,1095,1.0
244,2392,1.0
455,1810,1.0
30,12226,1.0
37,583,1.0
84,9288,1.0
770,1213,1.0
42,2629,1.0
9,2662,1.0
55,602,1.0
58,2201,1.0
202,1068,1.0
117,821,1.0
421,1068,1.0
1570,1068,1.0
4,477,1.0
197,2385,1.0
703,655,1.0
197,637,1.0
314,4730,1.0
314,2789,1.0
432,2846,1.0
162,2789,1.0
595,1775,1.0
186,273,1.0
186,506,1.0
288,1423,1.0
10,2965,1.0
1273,4759,1.0
717,2687,1.0
793,6633,1.0
74,601,1.0
793,153,1.0
0,6309,1.0
719,9390,1.0
199,1677,1.0
64,153,1.0
720,4460,1.0
4276,9387,1.0
323,6314,1.0
605,230,1.0
605,506,1.0
740,90,1.0
390,13,1.0
2796,9581,1.0
727,195,1.0
1342,4905,1.0
603,90,1.0
2144,13,1.0
730,1177,1.0
1372,1887,1.0
1372,816,1.0
2449,175,1.0
4237,398,1.0
303,528,1.0
176,1177,1.0
732,4992,1.0
733,5211,1.0
2501,4729,1.0
46,204,1.0
1590,6292,1.0
1590,204,1.0
383,10,1.0
2948,12925,1.0
137,2965,1.0
1215,1057,1.0
1215,230,1.0
259,493,1.0
259,816,1.0
259,2801,1.0
1350,195,1.0
741,9387,1.0
1417,493,1.0
742,625,1.0
183,441,1.0
851,625,1.0
851,2672,1.0
743,175,1.0
490,500,1.0
2540,1032,1.0
1241,400,1.0
745,1057,1.0
1718,2814,1.0
745,506,1.0
745,175,1.0
4277,7997,1.0
753,3515,1.0
1398,4460,1.0
9,763,1.0
201,1098,1.0
1049,763,1.0
9,1008,1.0
26,1402,1.0
45,437,1.0
153,2784,1.0
1009,9392,1.0
314,272,1.0
719,153,1.0
764,1653,1.0
818,6329,1.0
4049,2173,1.0
37,2161,1.0
771,1046,1.0
1642,101,1.0
194,2985,1.0
314,345,1.0
314,792,1.0
314,445,1.0
314,2800,1.0
314,166,1.0
1777,1653,1.0
1765,520,1.0
1116,266,1.0
3516,266,1.0
2434,266,1.0
4279,266,1.0
957,3406,1.0
1047,6407,1.0
332,75,1.0
1521,12926,1.0
0,83,1.0
1740,1046,1.0
95,1781,1.0
1939,3407,1.0
1629,1046,1.0
1131,2158,1.0
2861,101,1.0
282,83,1.0
3474,2604,1.0
1394,13,1.0
199,2800,1.0
4280,2800,1.0
3084,101,1.0
2571,671,1.0
2252,13,1.0
199,586,1.0
837,82,1.0
1380,1653,1.0
215,1781,1.0
438,83,1.0
61,3246,1.0
695,28,1.0
528,28,1.0
269,1419,1.0
3614,12702,1.0
58,12927,1.0
9,1008,1.0
75,3359,1.0
853,673,1.0
281,673,1.0
273,673,1.0
519,673,1.0
1798,11350,1.0
68,6564,1.0
4281,12928,1.0
4282,12928,1.0
840,1421,1.0
1989,7731,1.0
543,1262,1.0
1448,3423,1.0
930,12929,1.0
830,120,1.0
853,120,1.0
948,10141,1.0
135,5024,1.0
1382,6583,1.0
1604,2177,1.0
348,2737,1.0
20,12282,1.0
337,6593,1.0
460,441,1.0
344,441,1.0
908,441,1.0
1640,12930,1.0
1915,7907,1.0
812,2387,1.0
1116,3434,1.0
3680,6329,1.0
1638,1224,1.0
1003,2778,1.0
1740,12750,1.0
49,102,1.0
0,12931,1.0
9,763,1.0
317,102,1.0
928,12932,1.0
528,28,1.0
1580,6203,1.0
1260,6203,1.0
1304,6399,1.0
480,3526,1.0
158,5523,1.0
454,6647,1.0
523,6647,1.0
1017,1749,1.0
314,1683,1.0
1618,7569,1.0
2915,2158,1.0
1943,6659,1.0
132,7569,1.0
828,7442,1.0
4283,2717,1.0
24,7442,1.0
153,6424,1.0
60,453,1.0
1695,7312,1.0
221,2659,1.0
487,107,1.0
281,54,1.0
941,2156,1.0
337,83,1.0
93,83,1.0
138,83,1.0
2044,3562,1.0
605,2968,1.0
2227,13,1.0
454,678,1.0
330,7530,1.0
75,304,1.0
865,6606,1.0
278,3129,1.0
18,3383,1.0
475,4598,1.0
75,4622,1.0
199,1177,1.0
856,3077,1.0
487,2288,1.0
517,2288,1.0
332,6336,1.0
881,1500,1.0
98,2288,1.0
24,2288,1.0
860,5274,1.0
242,120,1.0
20,2999,1.0
830,120,1.0
20,601,1.0
277,1194,1.0
4093,6467,1.0
1253,541,1.0
399,1653,1.0
1101,1827,1.0
109,1407,1.0
2566,13,1.0
24,3028,1.0
487,3028,1.0
1214,197,1.0
210,1584,1.0
38,2689,1.0
857,10680,1.0
1640,195,1.0
20,828,1.0
487,1610,1.0
432,4003,1.0
1421,10832,1.0
855,3030,1.0
782,83,1.0
934,41,1.0
348,2737,1.0
330,5862,1.0
832,5862,1.0
15,7698,1.0
109,5862,1.0
386,6701,1.0
860,6701,1.0
480,6701,1.0
75,6701,1.0
24,7528,1.0
867,2428,1.0
60,10989,1.0
4284,12933,1.0
0,12934,1.0
607,12935,1.0
369,7632,1.0
9,1492,1.0
2978,4195,1.0
31,3469,1.0
2448,12936,1.0
2222,622,1.0
346,10575,1.0
395,12937,1.0
2891,622,1.0
729,643,1.0
876,11785,1.0
2712,13,1.0
318,12938,1.0
299,7727,1.0
4285,11882,1.0
547,141,1.0
2008,12939,1.0
1587,63,1.0
222,11372,1.0
883,99,1.0
2007,6261,1.0
454,2941,1.0
1629,139,1.0
4286,61,1.0
28,2796,1.0
24,6336,1.0
2524,94,1.0
427,3280,1.0
95,3018,1.0
552,3665,1.0
24,9876,1.0
475,5521,1.0
856,8074,1.0
330,47,1.0
330,7530,1.0
1405,3410,1.0
480,1475,1.0
726,12941,1.0
