gene,drug,interaction
109,1407,1.0
519,1407,1.0
1825,3045,1.0
1826,3046,1.0
337,2570,1.0
934,949,1.0
556,524,1.0
60,453,1.0
167,671,1.0
138,3047,1.0
14,3031,1.0
742,2341,1.0
69,3048,1.0
1405,3049,1.0
222,3051,1.0
1827,3052,1.0
331,3053,1.0
1227,3054,1.0
180,2341,1.0
1828,3055,1.0
494,1597,1.0
685,1618,1.0
1421,3056,1.0
180,3058,1.0
742,3058,1.0
509,153,1.0
557,3013,1.0
1830,153,1.0
1832,3062,1.0
560,3063,1.0
878,3064,1.0
57,1092,1.0
577,3066,1.0
517,1273,1.0
301,1707,1.0
884,1221,1.0
480,1273,1.0
4,3067,1.0
253,2760,1.0
117,3069,1.0
1835,3070,1.0
20,3071,1.0
674,3072,1.0
1120,3073,1.0
242,1680,1.0
525,3074,1.0
148,3075,1.0
1405,3075,1.0
74,520,1.0
76,3076,1.0
348,2798,1.0
203,2900,1.0
479,1037,1.0
856,3077,1.0
931,3078,1.0
895,1313,1.0
1836,3079,1.0
1837,433,1.0
1838,3080,1.0
1839,2398,1.0
916,3081,1.0
673,1790,1.0
938,1312,1.0
947,2435,1.0
947,393,1.0
106,3082,1.0
106,235,1.0
386,236,1.0
386,3084,1.0
99,3085,1.0
1840,3086,1.0
253,3087,1.0
1841,2770,1.0
253,2760,1.0
1631,3088,1.0
955,1188,1.0
955,3090,1.0
955,75,1.0
426,2437,1.0
426,306,1.0
426,3091,1.0
253,329,1.0
253,1332,1.0
253,1886,1.0
253,3092,1.0
253,3093,1.0
289,3092,1.0
267,1332,1.0
267,329,1.0
267,3094,1.0
956,1742,1.0
294,2445,1.0
204,3095,1.0
204,3096,1.0
1842,1264,1.0
1843,3097,1.0
958,2451,1.0
958,2452,1.0
170,2660,1.0
960,3099,1.0
961,3100,1.0
961,3101,1.0
962,3103,1.0
962,3105,1.0
962,3099,1.0
964,3106,1.0
965,3019,1.0
1091,3107,1.0
224,1824,1.0
224,1662,1.0
224,373,1.0
1844,3108,1.0
966,3059,1.0
1845,3109,1.0
1846,3110,1.0
1621,2469,1.0
1621,3113,1.0
1142,3114,1.0
971,1373,1.0
313,3115,1.0
313,3117,1.0
371,66,1.0
974,1376,1.0
1849,566,1.0
1850,3120,1.0
1380,123,1.0
1851,3121,1.0
1203,123,1.0
1852,2800,1.0
981,306,1.0
446,1390,1.0
446,1332,1.0
446,333,1.0
243,1332,1.0
1311,3125,1.0
1853,680,1.0
1830,1335,1.0
1854,1557,1.0
195,1888,1.0
1855,3127,1.0
1856,3128,1.0
987,2787,1.0
987,1403,1.0
989,1402,1.0
988,3129,1.0
461,1401,1.0
988,3130,1.0
810,296,1.0
461,3129,1.0
487,2194,1.0
487,1443,1.0
215,3131,1.0
212,3131,1.0
991,3132,1.0
992,3134,1.0
330,2506,1.0
186,671,1.0
330,1409,1.0
1858,3136,1.0
1858,3137,1.0
396,3137,1.0
257,1414,1.0
1495,3138,1.0
1496,2516,1.0
1861,3139,1.0
1862,101,1.0
1861,3140,1.0
509,2516,1.0
250,3142,1.0
1864,2241,1.0
1865,1489,1.0
1866,2602,1.0
1867,473,1.0
1868,1020,1.0
1869,76,1.0
997,957,1.0
997,3143,1.0
1870,2963,1.0
1871,3143,1.0
999,275,1.0
1000,485,1.0
307,3145,1.0
307,3146,1.0
307,3147,1.0
307,1754,1.0
1821,13,1.0
307,3148,1.0
489,3149,1.0
1872,3150,1.0
6,3151,1.0
24,421,1.0
24,1401,1.0
1012,439,1.0
1611,671,1.0
1013,3154,1.0
1013,3155,1.0
1013,534,1.0
1874,3156,1.0
475,2963,1.0
1245,3157,1.0
482,3158,1.0
1513,166,1.0
1016,3160,1.0
1016,534,1.0
553,534,1.0
1875,2606,1.0
1876,2802,1.0
1019,3161,1.0
1019,3162,1.0
1019,3163,1.0
1878,778,1.0
1133,3165,1.0
1133,3166,1.0
197,763,1.0
1879,3167,1.0
1022,3168,1.0
1022,3169,1.0
1626,1452,1.0
197,1008,1.0
1023,3171,1.0
1881,3172,1.0
1024,3173,1.0
456,275,1.0
55,61,1.0
100,1472,1.0
100,1474,1.0
1028,1464,1.0
695,275,1.0
472,1469,1.0
1030,1464,1.0
1030,1812,1.0
472,1470,1.0
1031,1472,1.0
1031,1464,1.0
1031,1467,1.0
1031,1470,1.0
364,3175,1.0
101,1486,1.0
254,2684,1.0
1036,282,1.0
1040,3176,1.0
1529,3177,1.0
39,699,1.0
1042,3178,1.0
1042,3177,1.0
1043,3179,1.0
1882,3181,1.0
1882,3182,1.0
1883,2656,1.0
1883,3183,1.0
810,3184,1.0
1884,3185,1.0
127,585,1.0
1885,3186,1.0
1886,3186,1.0
1049,3187,1.0
1049,3188,1.0
1049,3189,1.0
366,518,1.0
1887,3190,1.0
366,3191,1.0
1538,918,1.0
443,3192,1.0
1054,493,1.0
1055,3194,1.0
270,3195,1.0
270,686,1.0
270,3196,1.0
270,3197,1.0
529,3198,1.0
1056,3198,1.0
529,1663,1.0
1888,3199,1.0
1650,471,1.0
1889,272,1.0
1890,272,1.0
1061,3201,1.0
186,3202,1.0
1891,3203,1.0
1892,3204,1.0
1893,3205,1.0
462,403,1.0
1894,3206,1.0
441,3207,1.0
1415,3208,1.0
381,3209,1.0
1895,1548,1.0
1071,3210,1.0
1222,275,1.0
1896,3211,1.0
1552,3212,1.0
1552,3213,1.0
1897,3214,1.0
390,3215,1.0
4,763,1.0
1898,2387,1.0
1074,440,1.0
1178,3217,1.0
862,1507,1.0
1899,3218,1.0
1081,3219,1.0
58,3220,1.0
1900,1356,1.0
595,3189,1.0
595,427,1.0
1826,3221,1.0
112,453,1.0
902,3222,1.0
563,3223,1.0
1884,599,1.0
1901,599,1.0
741,719,1.0
601,503,1.0
1041,503,1.0
210,3224,1.0
209,463,1.0
149,3225,1.0
149,453,1.0
1902,221,1.0
4,3226,1.0
925,3227,1.0
209,1070,1.0
1904,255,1.0
1905,3228,1.0
42,706,1.0
147,3229,1.0
112,763,1.0
9,1599,1.0
112,1654,1.0
112,3231,1.0
112,3232,1.0
112,3233,1.0
376,445,1.0
925,3235,1.0
925,1068,1.0
1107,1599,1.0
9,3236,1.0
55,602,1.0
1097,255,1.0
209,520,1.0
209,463,1.0
209,1582,1.0
183,3239,1.0
183,3240,1.0
5,641,1.0
1113,1093,1.0
1907,255,1.0
1907,1093,1.0
1908,1093,1.0
149,760,1.0
117,3242,1.0
149,355,1.0
149,539,1.0
149,572,1.0
149,1608,1.0
149,531,1.0
1909,2647,1.0
210,9,1.0
94,589,1.0
299,2155,1.0
314,445,1.0
1910,201,1.0
374,675,1.0
1911,1940,1.0
585,3243,1.0
1912,536,1.0
209,520,1.0
0,1714,1.0
1362,369,1.0
61,71,1.0
1003,2778,1.0
1913,1121,1.0
1914,201,1.0
840,3011,1.0
1916,534,1.0
1106,3246,1.0
352,3247,1.0
900,1776,1.0
1338,1138,1.0
172,1169,1.0
1917,3249,1.0
1918,3250,1.0
1920,3251,1.0
1572,3253,1.0
149,641,1.0
0,790,1.0
381,3249,1.0
802,1020,1.0
1514,3255,1.0
480,3256,1.0
317,1169,1.0
462,3257,1.0
1259,111,1.0
521,679,1.0
2,1348,1.0
85,793,1.0
132,277,1.0
934,3258,1.0
151,3259,1.0
62,2016,1.0
154,2964,1.0
1242,201,1.0
965,3260,1.0
925,3261,1.0
1681,3262,1.0
908,441,1.0
38,3263,1.0
2,2925,1.0
386,3262,1.0
777,405,1.0
14,1781,1.0
400,673,1.0
459,247,1.0
88,3202,1.0
330,2509,1.0
85,3264,1.0
116,446,1.0
596,1143,1.0
1922,688,1.0
1348,201,1.0
95,3092,1.0
190,898,1.0
1092,598,1.0
753,3265,1.0
125,3266,1.0
1923,2174,1.0
1196,241,1.0
117,1008,1.0
964,3267,1.0
627,2053,1.0
72,3268,1.0
681,98,1.0
133,255,1.0
74,1043,1.0
305,828,1.0
519,120,1.0
210,3269,1.0
680,448,1.0
1925,78,1.0
137,3270,1.0
1245,3271,1.0
1030,2565,1.0
371,3272,1.0
849,3273,1.0
703,708,1.0
12,2873,1.0
673,3274,1.0
1659,3275,1.0
828,3276,1.0
738,808,1.0
62,767,1.0
1926,3273,1.0
914,3277,1.0
928,191,1.0
850,3273,1.0
717,201,1.0
206,3278,1.0
476,3090,1.0
1281,2344,1.0
633,599,1.0
250,3279,1.0
1927,2616,1.0
862,2308,1.0
243,3280,1.0
1928,3281,1.0
487,1046,1.0
571,3282,1.0
1419,2277,1.0
48,3283,1.0
563,3284,1.0
902,3285,1.0
881,611,1.0
703,708,1.0
973,1378,1.0
1006,3287,1.0
862,3288,1.0
454,678,1.0
1906,3289,1.0
1930,3290,1.0
1641,191,1.0
1528,1931,1.0
109,187,1.0
352,3292,1.0
24,3293,1.0
74,2081,1.0
1931,446,1.0
113,945,1.0
1017,3295,1.0
1025,3268,1.0
64,3296,1.0
1932,3297,1.0
237,930,1.0
212,1744,1.0
1933,1031,1.0
511,1437,1.0
1934,3299,1.0
1126,3300,1.0
886,3302,1.0
522,677,1.0
110,417,1.0
224,653,1.0
1468,3303,1.0
1936,3304,1.0
212,3305,1.0
865,3306,1.0
828,3305,1.0
1131,1105,1.0
862,1177,1.0
424,602,1.0
281,247,1.0
1854,3308,1.0
454,3309,1.0
594,2077,1.0
673,3310,1.0
433,2449,1.0
282,326,1.0
305,809,1.0
1343,3311,1.0
601,821,1.0
9,33,1.0
1328,346,1.0
1345,3313,1.0
117,594,1.0
1286,3314,1.0
1937,3315,1.0
155,3316,1.0
183,354,1.0
456,485,1.0
1141,3318,1.0
638,377,1.0
120,1065,1.0
532,3319,1.0
210,221,1.0
116,3320,1.0
1222,592,1.0
438,1192,1.0
23,3321,1.0
1120,485,1.0
479,3322,1.0
722,1035,1.0
919,3323,1.0
1938,55,1.0
259,210,1.0
761,837,1.0
855,2759,1.0
785,1812,1.0
197,2003,1.0
231,1096,1.0
1439,56,1.0
517,3327,1.0
1940,3328,1.0
1109,255,1.0
1129,2180,1.0
735,3329,1.0
45,20,1.0
1233,3330,1.0
1941,2196,1.0
1878,521,1.0
1107,1099,1.0
951,1335,1.0
678,1127,1.0
0,1932,1.0
1253,1749,1.0
648,476,1.0
1943,2659,1.0
31,708,1.0
14,14,1.0
1621,292,1.0
1219,86,1.0
707,708,1.0
1944,1087,1.0
1101,1827,1.0
400,674,1.0
585,3334,1.0
1945,9,1.0
1946,3158,1.0
202,3335,1.0
78,891,1.0
286,1635,1.0
1724,1181,1.0
1947,2192,1.0
447,2005,1.0
14,2023,1.0
108,837,1.0
857,3336,1.0
639,371,1.0
1948,139,1.0
1351,421,1.0
21,827,1.0
11,3338,1.0
535,3339,1.0
12,897,1.0
0,2989,1.0
1949,3341,1.0
74,3342,1.0
519,1184,1.0
183,1289,1.0
330,1184,1.0
456,685,1.0
510,547,1.0
200,3343,1.0
1057,1663,1.0
237,921,1.0
452,338,1.0
137,191,1.0
243,3346,1.0
678,1721,1.0
93,1190,1.0
459,321,1.0
1275,669,1.0
522,691,1.0
785,3347,1.0
27,203,1.0
637,475,1.0
1151,502,1.0
480,3348,1.0
630,3349,1.0
785,3350,1.0
10,3351,1.0
75,3348,1.0
172,3352,1.0
785,1892,1.0
1697,2861,1.0
527,1045,1.0
899,3353,1.0
837,20,1.0
627,405,1.0
315,368,1.0
1463,3354,1.0
28,545,1.0
761,247,1.0
535,3339,1.0
703,179,1.0
627,851,1.0
1269,661,1.0
1503,3355,1.0
1028,1474,1.0
1145,824,1.0
676,349,1.0
179,1862,1.0
387,598,1.0
678,3357,1.0
209,3358,1.0
934,3258,1.0
244,2145,1.0
105,933,1.0
535,3339,1.0
959,3360,1.0
959,3360,1.0
1951,3361,1.0
1953,3363,1.0
476,1390,1.0
95,3094,1.0
1954,3110,1.0
911,3366,1.0
100,2565,1.0
42,78,1.0
24,3367,1.0
1777,442,1.0
1955,3368,1.0
1031,1474,1.0
149,424,1.0
690,255,1.0
1725,3369,1.0
1956,820,1.0
237,2111,1.0
509,702,1.0
1423,450,1.0
762,217,1.0
638,2731,1.0
12,419,1.0
31,421,1.0
317,504,1.0
1957,295,1.0
60,2990,1.0
481,3155,1.0
93,1353,1.0
30,561,1.0
37,2906,1.0
475,2282,1.0
1405,306,1.0
1958,448,1.0
116,2682,1.0
1959,3370,1.0
1960,290,1.0
64,798,1.0
830,673,1.0
1960,729,1.0
213,306,1.0
1490,2505,1.0
1069,3371,1.0
1962,272,1.0
552,272,1.0
1963,3372,1.0
155,78,1.0
1964,3373,1.0
787,436,1.0
1965,448,1.0
1966,272,1.0
1967,182,1.0
962,1354,1.0
1440,3374,1.0
242,312,1.0
761,378,1.0
872,2594,1.0
763,3375,1.0
761,330,1.0
95,3092,1.0
1968,450,1.0
1969,2176,1.0
142,2641,1.0
1273,3376,1.0
158,615,1.0
108,1161,1.0
99,285,1.0
64,3377,1.0
61,3246,1.0
74,856,1.0
844,3380,1.0
469,3381,1.0
787,1089,1.0
172,3352,1.0
391,2049,1.0
690,55,1.0
303,1398,1.0
475,240,1.0
1362,1990,1.0
138,261,1.0
305,235,1.0
518,240,1.0
828,565,1.0
109,3384,1.0
1005,2520,1.0
259,2045,1.0
74,3385,1.0
318,783,1.0
1970,502,1.0
244,3386,1.0
237,218,1.0
1971,3387,1.0
371,66,1.0
172,651,1.0
1972,218,1.0
338,637,1.0
815,139,1.0
707,421,1.0
109,3388,1.0
103,3389,1.0
829,338,1.0
503,2166,1.0
492,82,1.0
404,2954,1.0
621,841,1.0
971,3391,1.0
242,240,1.0
541,713,1.0
780,3392,1.0
1973,790,1.0
1236,2180,1.0
1253,565,1.0
1974,1414,1.0
524,3020,1.0
172,3388,1.0
14,2023,1.0
132,1645,1.0
1915,3394,1.0
225,863,1.0
703,763,1.0
1492,2509,1.0
138,3396,1.0
24,3397,1.0
1976,1365,1.0
0,241,1.0
60,227,1.0
677,3398,1.0
273,3388,1.0
1816,1747,1.0
15,1903,1.0
121,2424,1.0
1571,1582,1.0
1376,324,1.0
191,1830,1.0
103,1084,1.0
856,653,1.0
1372,306,1.0
566,276,1.0
589,661,1.0
74,3399,1.0
61,3246,1.0
210,55,1.0
60,1881,1.0
853,3388,1.0
154,343,1.0
1,3400,1.0
116,3401,1.0
386,1886,1.0
386,2204,1.0
28,3403,1.0
80,120,1.0
1434,1090,1.0
28,2036,1.0
138,3404,1.0
436,655,1.0
695,1713,1.0
653,2133,1.0
1120,1713,1.0
837,3405,1.0
862,839,1.0
20,3405,1.0
432,90,1.0
1108,1824,1.0
1817,663,1.0
172,117,1.0
1977,1887,1.0
7,195,1.0
156,1890,1.0
1017,664,1.0
703,655,1.0
1555,3032,1.0
49,117,1.0
1798,2176,1.0
1939,3407,1.0
138,3408,1.0
1641,3016,1.0
1978,669,1.0
38,800,1.0
1979,669,1.0
109,1407,1.0
218,312,1.0
14,3409,1.0
864,3410,1.0
812,1167,1.0
50,3411,1.0
55,3411,1.0
704,1908,1.0
279,1735,1.0
370,193,1.0
475,3412,1.0
897,3413,1.0
913,1913,1.0
285,325,1.0
832,1913,1.0
150,1913,1.0
837,3414,1.0
28,3415,1.0
20,3416,1.0
84,3417,1.0
421,354,1.0
529,354,1.0
202,354,1.0
371,3418,1.0
668,3418,1.0
536,539,1.0
26,532,1.0
438,158,1.0
634,532,1.0
117,532,1.0
560,2680,1.0
844,3421,1.0
1800,694,1.0
884,3422,1.0
480,2812,1.0
116,450,1.0
832,160,1.0
217,1930,1.0
1981,450,1.0
1982,450,1.0
330,160,1.0
352,2821,1.0
1,1933,1.0
837,3425,1.0
594,1123,1.0
167,160,1.0
534,1049,1.0
1817,248,1.0
217,248,1.0
1539,3426,1.0
577,3427,1.0
1985,3429,1.0
518,342,1.0
281,342,1.0
16,80,1.0
1986,3291,1.0
886,1045,1.0
613,3291,1.0
1987,3291,1.0
57,1961,1.0
487,1175,1.0
1988,1961,1.0
882,404,1.0
1608,1045,1.0
677,3398,1.0
519,404,1.0
1539,3430,1.0
526,3053,1.0
198,1963,1.0
315,1963,1.0
785,672,1.0
1989,3431,1.0
1990,3432,1.0
510,1965,1.0
1991,3433,1.0
24,224,1.0
1116,3434,1.0
60,3435,1.0
1073,1966,1.0
865,224,1.0
556,3436,1.0
299,2837,1.0
864,680,1.0
1992,3437,1.0
1993,547,1.0
1834,3065,1.0
1986,1967,1.0
1291,3438,1.0
85,3439,1.0
59,1978,1.0
911,3441,1.0
1615,3442,1.0
568,276,1.0
762,276,1.0
549,276,1.0
565,276,1.0
673,3443,1.0
60,227,1.0
529,1818,1.0
1995,3445,1.0
1818,1181,1.0
259,352,1.0
1996,3447,1.0
754,3448,1.0
241,575,1.0
184,786,1.0
175,190,1.0
1997,3449,1.0
507,371,1.0
153,968,1.0
1027,1461,1.0
1269,371,1.0
241,3450,1.0
70,371,1.0
651,624,1.0
63,3451,1.0
261,3453,1.0
446,3454,1.0
1247,320,1.0
598,631,1.0
1852,3455,1.0
259,3456,1.0
598,886,1.0
166,2194,1.0
291,624,1.0
409,824,1.0
1995,3445,1.0
1151,2067,1.0
42,764,1.0
359,1776,1.0
446,591,1.0
63,799,1.0
4,361,1.0
1132,841,1.0
84,1000,1.0
1073,3459,1.0
808,599,1.0
37,825,1.0
133,1286,1.0
0,798,1.0
409,1994,1.0
56,803,1.0
189,3460,1.0
912,3461,1.0
74,3462,1.0
224,581,1.0
616,765,1.0
74,3463,1.0
225,2731,1.0
2000,3464,1.0
359,2049,1.0
598,767,1.0
64,947,1.0
225,3467,1.0
668,3468,1.0
287,955,1.0
259,2140,1.0
247,3470,1.0
192,2142,1.0
12,2887,1.0
148,3464,1.0
237,974,1.0
241,3471,1.0
409,575,1.0
85,591,1.0
424,861,1.0
153,2900,1.0
672,869,1.0
637,876,1.0
74,473,1.0
409,2134,1.0
2001,3472,1.0
391,447,1.0
85,937,1.0
37,2115,1.0
526,3473,1.0
1875,3474,1.0
244,1651,1.0
237,929,1.0
1239,370,1.0
594,2934,1.0
1915,3475,1.0
698,2055,1.0
64,886,1.0
241,419,1.0
460,346,1.0
30,2053,1.0
62,2668,1.0
23,1790,1.0
135,562,1.0
74,854,1.0
703,841,1.0
763,1555,1.0
114,3476,1.0
629,1797,1.0
259,1119,1.0
74,243,1.0
603,3477,1.0
12,945,1.0
237,1801,1.0
374,502,1.0
318,2932,1.0
63,2932,1.0
189,2139,1.0
627,3478,1.0
7,3068,1.0
56,3479,1.0
177,795,1.0
315,775,1.0
1269,775,1.0
625,775,1.0
333,775,1.0
326,775,1.0
275,775,1.0
85,998,1.0
227,775,1.0
64,259,1.0
2,475,1.0
53,259,1.0
1710,833,1.0
259,3481,1.0
84,2080,1.0
164,968,1.0
413,765,1.0
2004,3483,1.0
153,2894,1.0
3,591,1.0
189,176,1.0
37,3485,1.0
2005,448,1.0
700,3486,1.0
153,3488,1.0
501,3489,1.0
2006,577,1.0
337,83,1.0
318,1651,1.0
596,3490,1.0
78,624,1.0
280,2926,1.0
409,937,1.0
672,3491,1.0
359,900,1.0
2007,3492,1.0
2008,3373,1.0
182,406,1.0
4,637,1.0
189,3493,1.0
184,3494,1.0
37,3495,1.0
132,2556,1.0
2009,3486,1.0
202,1754,1.0
12,235,1.0
62,797,1.0
64,3496,1.0
28,1664,1.0
647,931,1.0
651,976,1.0
286,3492,1.0
241,3497,1.0
226,3498,1.0
291,320,1.0
61,637,1.0
369,827,1.0
388,2901,1.0
446,823,1.0
259,2762,1.0
37,333,1.0
12,2721,1.0
1457,431,1.0
64,874,1.0
332,2437,1.0
192,673,1.0
37,3385,1.0
304,2790,1.0
668,3501,1.0
123,2001,1.0
291,907,1.0
12,955,1.0
1343,815,1.0
64,1100,1.0
85,997,1.0
241,447,1.0
74,331,1.0
85,2705,1.0
37,3502,1.0
1999,3503,1.0
0,415,1.0
1600,3505,1.0
12,787,1.0
2,3353,1.0
114,359,1.0
383,808,1.0
12,172,1.0
637,2736,1.0
64,1790,1.0
64,3506,1.0
285,325,1.0
64,473,1.0
37,933,1.0
239,172,1.0
1501,2926,1.0
1153,529,1.0
12,891,1.0
114,1664,1.0
21,267,1.0
12,377,1.0
64,857,1.0
237,459,1.0
164,597,1.0
2010,3507,1.0
2011,3480,1.0
2,1612,1.0
84,997,1.0
166,618,1.0
153,3508,1.0
455,320,1.0
598,561,1.0
1259,1500,1.0
436,346,1.0
189,900,1.0
197,841,1.0
281,187,1.0
153,945,1.0
155,431,1.0
455,561,1.0
446,3509,1.0
4,708,1.0
1876,3510,1.0
20,221,1.0
270,1076,1.0
834,99,1.0
60,1111,1.0
153,3512,1.0
0,306,1.0
1597,3513,1.0
1597,2171,1.0
2013,1055,1.0
1340,3514,1.0
1798,2176,1.0
195,509,1.0
1393,3516,1.0
856,2794,1.0
352,3194,1.0
2015,538,1.0
441,212,1.0
20,923,1.0
73,601,1.0
1608,3519,1.0
2016,3515,1.0
73,1791,1.0
2017,3520,1.0
58,1017,1.0
2018,759,1.0
1189,1062,1.0
2018,3521,1.0
1189,3522,1.0
1388,201,1.0
474,241,1.0
474,1031,1.0
932,2177,1.0
331,3523,1.0
2007,529,1.0
2019,3525,1.0
202,82,1.0
1838,1051,1.0
657,100,1.0
2020,1046,1.0
1233,3527,1.0
425,3528,1.0
1215,1626,1.0
1215,2115,1.0
1349,3529,1.0
1242,1055,1.0
1350,2967,1.0
1568,3377,1.0
278,839,1.0
395,212,1.0
395,2757,1.0
490,3482,1.0
433,2244,1.0
2022,3531,1.0
148,3532,1.0
397,442,1.0
2023,442,1.0
2025,442,1.0
1831,3534,1.0
231,1096,1.0
2027,3535,1.0
64,1100,1.0
64,1074,1.0
2028,272,1.0
60,201,1.0
174,2199,1.0
1415,3537,1.0
770,50,1.0
782,1074,1.0
782,205,1.0
1131,1086,1.0
1131,205,1.0
2030,1153,1.0
1041,1067,1.0
1020,1451,1.0
209,3538,1.0
2031,3539,1.0
2032,161,1.0
1003,2778,1.0
545,3540,1.0
1652,3541,1.0
27,28,1.0
27,3542,1.0
20,3071,1.0
1073,3543,1.0
1073,1596,1.0
688,3544,1.0
457,485,1.0
2033,3545,1.0
895,451,1.0
730,3546,1.0
234,3547,1.0
1222,203,1.0
27,485,1.0
180,1500,1.0
563,3548,1.0
4,476,1.0
2034,3006,1.0
1121,1834,1.0
183,354,1.0
14,3409,1.0
239,203,1.0
2000,3549,1.0
2035,203,1.0
920,476,1.0
1127,3550,1.0
571,3282,1.0
571,3551,1.0
1270,3552,1.0
142,2641,1.0
717,759,1.0
1564,483,1.0
1120,2215,1.0
2036,3513,1.0
526,1045,1.0
117,123,1.0
552,3553,1.0
2037,3554,1.0
464,3010,1.0
828,565,1.0
1806,3555,1.0
1680,565,1.0
1405,565,1.0
332,565,1.0
487,565,1.0
1641,3016,1.0
530,203,1.0
116,590,1.0
1960,290,1.0
386,273,1.0
279,33,1.0
554,2248,1.0
2038,2248,1.0
526,311,1.0
2039,2249,1.0
925,2249,1.0
24,153,1.0
1836,3556,1.0
523,1148,1.0
882,1148,1.0
521,1148,1.0
2040,3557,1.0
520,1148,1.0
732,3557,1.0
2041,587,1.0
2042,3429,1.0
1985,3429,1.0
52,3370,1.0
117,1855,1.0
34,1621,1.0
535,2255,1.0
341,2256,1.0
138,3396,1.0
865,3558,1.0
864,373,1.0
28,2366,1.0
282,3559,1.0
503,2166,1.0
337,2250,1.0
503,1747,1.0
49,1179,1.0
242,1659,1.0
459,1659,1.0
49,1659,1.0
853,1659,1.0
830,1659,1.0
330,2271,1.0
180,1210,1.0
2043,3561,1.0
2044,3562,1.0
837,182,1.0
172,1186,1.0
16,2160,1.0
277,272,1.0
340,3563,1.0
290,295,1.0
15,2990,1.0
14,2023,1.0
826,2998,1.0
1614,2739,1.0
2008,3373,1.0
172,1169,1.0
519,1169,1.0
250,3520,1.0
71,3565,1.0
785,3566,1.0
38,85,1.0
172,1189,1.0
138,2981,1.0
1915,3567,1.0
60,453,1.0
438,3568,1.0
1129,2277,1.0
523,1232,1.0
20,20,1.0
524,2990,1.0
113,945,1.0
922,3332,1.0
945,3572,1.0
95,105,1.0
2045,3573,1.0
72,3574,1.0
2046,3575,1.0
1939,3407,1.0
255,3576,1.0
1116,3577,1.0
148,540,1.0
202,188,1.0
277,3578,1.0
2047,2324,1.0
24,3579,1.0
139,3580,1.0
312,1747,1.0
1153,3581,1.0
485,681,1.0
525,1972,1.0
147,3229,1.0
75,3359,1.0
2048,473,1.0
1640,2510,1.0
561,3529,1.0
348,2737,1.0
602,2790,1.0
1288,3582,1.0
2049,3583,1.0
547,3584,1.0
2010,3585,1.0
951,1335,1.0
1726,3588,1.0
1405,3589,1.0
148,1020,1.0
147,2670,1.0
1996,3590,1.0
31,3591,1.0
507,3594,1.0
330,180,1.0
132,1344,1.0
165,3595,1.0
335,2990,1.0
137,1834,1.0
934,983,1.0
1105,2900,1.0
1446,3596,1.0
532,1629,1.0
902,3597,1.0
290,484,1.0
2050,3598,1.0
1308,3599,1.0
165,3600,1.0
867,3601,1.0
165,3602,1.0
294,3603,1.0
126,1347,1.0
204,3604,1.0
1467,1450,1.0
230,1450,1.0
1467,2450,1.0
1467,2753,1.0
2052,3606,1.0
170,2338,1.0
170,1793,1.0
170,1353,1.0
1468,1759,1.0
165,0,1.0
913,2456,1.0
1471,333,1.0
256,3607,1.0
2053,653,1.0
1471,373,1.0
2053,373,1.0
1471,1662,1.0
468,3608,1.0
2054,886,1.0
1475,1650,1.0
2055,3202,1.0
1475,1757,1.0
1448,3610,1.0
1448,1757,1.0
1448,3611,1.0
446,333,1.0
982,393,1.0
2056,3613,1.0
2057,3614,1.0
256,1077,1.0
206,3615,1.0
206,3616,1.0
206,3617,1.0
206,3618,1.0
1184,2494,1.0
206,2498,1.0
1485,2614,1.0
402,3620,1.0
258,2492,1.0
919,3621,1.0
256,3622,1.0
2059,3343,1.0
256,3623,1.0
837,3288,1.0
837,86,1.0
837,3624,1.0
508,3625,1.0
213,565,1.0
2060,3626,1.0
2061,2505,1.0
2061,1409,1.0
1492,3627,1.0
2062,1409,1.0
121,1077,1.0
749,1409,1.0
1493,1680,1.0
1494,3137,1.0
105,3629,1.0
105,3630,1.0
995,2513,1.0
121,3631,1.0
1495,3632,1.0
1863,3139,1.0
1817,3633,1.0
217,2711,1.0
1327,1437,1.0
220,2485,1.0
220,3634,1.0
220,2768,1.0
386,3607,1.0
997,485,1.0
2064,3636,1.0
2065,957,1.0
2066,2661,1.0
2067,1535,1.0
2068,3637,1.0
1017,3638,1.0
2069,1658,1.0
2070,2481,1.0
386,3641,1.0
2071,2571,1.0
1616,3642,1.0
1528,1606,1.0
1788,604,1.0
39,2152,1.0
1934,3644,1.0
1934,3645,1.0
1530,3646,1.0
432,3647,1.0
1211,3649,1.0
1211,364,1.0
1211,3651,1.0
1211,3307,1.0
1211,2579,1.0
308,3651,1.0
1599,2580,1.0
2072,1767,1.0
2072,2580,1.0
1535,555,1.0
1535,3652,1.0
1536,3653,1.0
1270,518,1.0
404,3654,1.0
950,3641,1.0
366,518,1.0
1537,3655,1.0
1601,172,1.0
295,3658,1.0
2073,3659,1.0
2074,3660,1.0
2075,3661,1.0
390,2608,1.0
390,3662,1.0
342,3663,1.0
342,2728,1.0
222,3664,1.0
2076,76,1.0
1558,3665,1.0
1078,3667,1.0
2077,3668,1.0
1080,3670,1.0
1080,3671,1.0
1080,3672,1.0
862,2529,1.0
862,3673,1.0
214,3319,1.0
2078,3093,1.0
1084,3674,1.0
1084,3149,1.0
299,2537,1.0
595,3675,1.0
476,1077,1.0
132,1210,1.0
132,1500,1.0
1135,442,1.0
476,3676,1.0
2079,3097,1.0
1932,3677,1.0
210,55,1.0
2080,150,1.0
57,150,1.0
1465,666,1.0
149,82,1.0
867,3679,1.0
2082,78,1.0
